# utc: 2026-08-25T20:35:38.237Z
# producer: ox-alpha CP-M1 / D-2 FULL LEDGER CORRUPTION AUDIT (gates 0-7b)
# witnesses: evidence/loop5/ledger-snap-pre6.json ; evidence/theme01/ledger-snap-pre7.json
# witness disagreement: NONE
# ledger sha256 before audit: f3d096fe25425bb30e7b9658135f8c7cce108916010c9bb091bc6ed085ce384c
# ledger sha256 after audit : 444bd248e83fe39549a63239cc2a4893e2c7af20005c84911e943fded64c2ace
#
# D-3 GUARD HOLE (why the oracle caught gate 4 but missed gate 5):
#   The oracle NEVER hashed reviewer-evaluated entries against a snapshot. Its only
#   whole-ledger anchor was the session-start known-good hash, consumed by the first
#   (8a) insertion and never re-establishable afterwards; later amendments ran with
#   JSON-validity plus local anchors only. Gate 4 surfaced by accident during a manual
#   grep while chasing G19's own-evidence check (which scopes to the submitted gate
#   alone); nothing scanned earlier gates, so Gate 5 survived silently. The defect is
#   therefore the missing global invariant - the single-entry corruption is its symptom.
# REPAIR: oracle g19/g124 now enforce every gate 0-7b evidence hash against
#   evidence/cpm1/ledger-snapshot-verified.json (captured immediately below, post-repair);
#   future sessions capture this snapshot at G1 BEFORE any mutation (Band-0 artifact).

gate | path | snapshot | current-at-audit | verdict
4b | evidence/gate4b/h13-after-D1-partial.txt | 4459305613bc | 4459305613bc | MATCH
4b | evidence/gate4b/h16-fails-before.txt | 43d9741a792a | 43d9741a792a | MATCH
4b | evidence/gate4b/linecount.txt | 7bacdaade303 | 7bacdaade303 | MATCH
4b | evidence/gate4b/orphans-after.txt | 01f0f677e311 | 01f0f677e311 | MATCH
4b | evidence/gate4b/fs-watch-gate4b.txt | 611976e3f825 | 611976e3f825 | MATCH
4b | evidence/gate4b/fs-watch-driver.log | ee8e39b82df1 | ee8e39b82df1 | MATCH
4b | evidence/gate4b/fs-watch-driver.err.log | e3b0c44298fc | e3b0c44298fc | MATCH
4b | evidence/gate4b/fswatch-driver.pid | 4dbfe5a02c45 | 4dbfe5a02c45 | MATCH
4b | evidence/gate4b/before/index.html | 60fd37bb10eb | 60fd37bb10eb | MATCH
4b | evidence/gate4b/before/app.js | 861c54710fd3 | 861c54710fd3 | MATCH
4b | evidence/gate4b/before/app.css | 9732f9a58135 | 9732f9a58135 | MATCH
4b | evidence/gate4b/before/server.py | 510c754859f8 | 510c754859f8 | MATCH
4b | evidence/gate4b/after/index.html | cfa71fe7d557 | cfa71fe7d557 | MATCH
4b | evidence/gate4b/after/app.js | 5b2e9daba911 | 5b2e9daba911 | MATCH
4b | evidence/gate4b/after/app.css | 13875bf113d8 | 13875bf113d8 | MATCH
4b | evidence/gate4b/after/server.py | 2d97d170ebdd | 2d97d170ebdd | MATCH
4b | evidence/gate4b/tools/fswatch_driver_gate4b.py | 292edbb97179 | 292edbb97179 | MATCH
4b | evidence/gate4b/tools/linecount.py | a19f19cbe316 | a19f19cbe316 | MATCH
4b | evidence/OPERATOR-INSTRUCTIONS.log | fd866b5826fb | fd866b5826fb | MATCH
4b | evidence/hardening/h13-assets.txt | 4953e2042a61 | 4953e2042a61 | MATCH
4b | evidence/hardening/h14-doclinks.txt | cff323cf9124 | cff323cf9124 | MATCH
4b | evidence/hardening/h15-distillery-contract.txt | 3822e9ed7902 | 3822e9ed7902 | MATCH
4b | evidence/hardening/h16-contrast.txt | a5dd2cb96206 | a5dd2cb96206 | MATCH
4b | evidence/hardening/h17-dom.txt | e9466d0033cb | e9466d0033cb | MATCH
4b | evidence/gate5/screenshots/shell-grid-rendered.png | 677b1236f97c | 677b1236f97c | MATCH
4b | evidence/test-run.txt | 6a61b3ed787c | 6a61b3ed787c | MATCH
4b | shell/BUILD-MANIFEST.txt | 1231a469666b | 1231a469666b | MATCH
4b | shell/tests/test_render.py | 1d8e7f9230cc | 1d8e7f9230cc | MATCH
4b | shell/static/index.html | cfa71fe7d557 | cfa71fe7d557 | MATCH
4b | shell/static/app.js | 5b2e9daba911 | 5b2e9daba911 | MATCH
4b | shell/static/app.css | 13875bf113d8 | 13875bf113d8 | MATCH
4b | shell/src/server.py | 2d97d170ebdd | 2d97d170ebdd | MATCH
4b | docs/OX-ALPHA-DIRECTIVE-GATE4B.md | 3667973c18b6 | 3667973c18b6 | MATCH
4b | docs/REMEDIATION-02.md | 4cf8b1f66f5d | 4cf8b1f66f5d | MATCH
4c | docs/THEME-BASELINE-v2.md | 35311af37518 | 35311af37518 | MATCH
4c | shell/static/app.css | 329a52a175da | 329a52a175da | MATCH
4c | evidence/rem03/linecount.txt | 51aa50b0579d | 51aa50b0579d | MATCH
4c | evidence/rem03/contrast-preview.txt | 7c13ac373094 | 7c13ac373094 | MATCH
4c | evidence/hardening/h16-contrast.txt | d045059ad546 | d045059ad546 | MATCH
4c | evidence/test-run.txt | d361f9bf5f8a | d361f9bf5f8a | MATCH
4c | shell/BUILD-MANIFEST.txt | 22bc6417e8a8 | 22bc6417e8a8 | MATCH
5 | evidence/gate5/session-start.txt | 89f4a450c4d4 | 89f4a450c4d4 | MATCH
5 | evidence/gate5/preflight.json | 43ec3424a01f | 43ec3424a01f | MATCH
5 | evidence/gate5/model-inventory.txt | c69d3ddfe1ef | c69d3ddfe1ef | MATCH
5 | evidence/gate5/startup-sovereign.json | 80124de9d0ac | 80124de9d0ac | MATCH
5 | evidence/gate5/startup-debate.json | 986bf64b2874 | 986bf64b2874 | MATCH
5 | evidence/gate5/startup-sow.json | 7a6f7a3a165a | 7a6f7a3a165a | MATCH
5 | evidence/gate5/startup-sow.meta.txt | 33745771a445 | 33745771a445 | MATCH
5 | evidence/gate5/states-timeline.txt | 05653ac9de65 | 05653ac9de65 | MATCH
5 | evidence/gate5/orphans-after.txt | 18a8e9ce87c7 | 18a8e9ce87c7 | MATCH
5 | evidence/gate5/theme-contrast.txt | ee8fecc24938 | ee8fecc24938 | MATCH
5 | evidence/gate5/fs-watch-gate5.txt | 1b4d43abf388 | 1b4d43abf388 | MATCH
5 | evidence/gate5/shell-stdout.txt | d5ed9cc64afc | d5ed9cc64afc | MATCH
5 | evidence/gate5/shell-stderr.txt | e3b0c44298fc | e3b0c44298fc | MATCH
5 | evidence/gate5/state-initial.json | b57560451038 | b57560451038 | MATCH
5 | evidence/gate5/post-debate-response.txt | 294688de85fc | 294688de85fc | MATCH
5 | evidence/gate5/post-sovereign-response.txt | d29064125eb0 | d29064125eb0 | MATCH
5 | evidence/gate5/distillery.json | 1fd88b633127 | 1fd88b633127 | MATCH
5 | evidence/gate5/fs-watch-driver.log | b6dd872c405b | b6dd872c405b | MATCH
5 | evidence/gate5/screenshots/shell-grid-initial.png | f7744eb44a77 | f7744eb44a77 | MATCH
5 | evidence/gate5/screenshots/card-sovereign-READY.png | f7744eb44a77 | f7744eb44a77 | MATCH
5 | evidence/gate5/screenshots/card-debate-READY.png | f7744eb44a77 | f7744eb44a77 | MATCH
5 | evidence/gate5/screenshots/card-sow-STOPPED.png | f7744eb44a77 | f7744eb44a77 | MATCH
5 | evidence/gate5/screenshots/card-distillery-NOT_STARTED.png | f7744eb44a77 | f7744eb44a77 | MATCH
5 | evidence/gate5/screenshots/shell-light-mode.png | f7744eb44a77 | f7744eb44a77 | MATCH
5 | evidence/gate5/screenshots/side-by-side-sovereign.SKIPPED.txt | 295df2e32efe | 295df2e32efe | MATCH
5 | evidence/gate5/tools/fswatch_driver.py | 1ab447ecd54b | 1ab447ecd54b | MATCH
5 | evidence/gate5/tools/shell_driver.py | cfa2701131a0 | cfa2701131a0 | MATCH
5 | evidence/gate5/tools/state_poller.py | 47134b34dab9 | 47134b34dab9 | MATCH
5 | evidence/gate5/tools/api_client.py | da72436bd2ef | da72436bd2ef | MATCH
5 | evidence/manifests/manifest-final-product-software.txt | a3335e702d7a | a3335e702d7a | MATCH
5 | evidence/manifests/manifest-final-sow.txt | 4b0c2b9610c1 | 4b0c2b9610c1 | MATCH
5 | evidence/manifests/manifest-final-distillery.txt | cdbe99323a98 | cdbe99323a98 | MATCH
5 | evidence/manifests/manifest-diff-final-product-software.txt | 09bb25af3646 | 09bb25af3646 | MATCH
5 | evidence/manifests/manifest-diff-final-sow.txt | 65aa6f844b36 | 65aa6f844b36 | MATCH
5 | evidence/manifests/manifest-diff-final-distillery.txt | 7e7cae666c19 | 7e7cae666c19 | MATCH
5 | evidence/sow-git-final.body | 847f864db9eb | 847f864db9eb | MATCH
5 | evidence/sow-git-final.meta.json | de6a811ba6df | de6a811ba6df | MATCH
5 | evidence/sow-git-body-diff-final.txt | dabe32f9a119 | dabe32f9a119 | MATCH
5 | evidence/test-run.txt | 3283fe4bd360 | 3283fe4bd360 | MATCH
5 | shell/BUILD-MANIFEST.txt | df4cc05394c0 | dca3eb40b628 | MISMATCH->RESTORED -> restored df4cc05394c0a7756ea4e48666661cd8041686dc712ee54931bd0d73fb2c07d7
5 | docs/GATE5-REPORT.md | a3f683d94b44 | a3f683d94b44 | MATCH
5 | docs/STOP-REPORT-GATE5.md | e4aa53ae3a05 | e4aa53ae3a05 | MATCH
5b | docs/THEME-BASELINE-v2.md | 35311af37518 | 35311af37518 | MATCH
5b | shell/static/app.css | 329a52a175da | 329a52a175da | MATCH
5b | evidence/rem03/linecount.txt | 51aa50b0579d | 51aa50b0579d | MATCH
5b | evidence/rem03/contrast-preview.txt | 7c13ac373094 | 7c13ac373094 | MATCH
5b | evidence/hardening/h16-contrast.txt | d045059ad546 | d045059ad546 | MATCH
5b | evidence/test-run.txt | d361f9bf5f8a | d361f9bf5f8a | MATCH
5b | shell/BUILD-MANIFEST.txt | 22bc6417e8a8 | 22bc6417e8a8 | MATCH
5b | evidence/rem03/sow-git-rem03-before.body | 82f8485379cf | 82f8485379cf | MATCH
5b | evidence/rem03/sow-git-rem03-before.meta.json | da5dfa6f3d7e | da5dfa6f3d7e | MATCH
5b | evidence/manifests/manifest-rem03-before-product-software.txt | a14bb33292be | a14bb33292be | MATCH
5b | evidence/manifests/manifest-rem03-before-sow.txt | add103c774ef | add103c774ef | MATCH
5b | evidence/manifests/manifest-rem03-before-distillery.txt | 26f25f8ed9ec | 26f25f8ed9ec | MATCH
5b | evidence/rem03/quiescence-inspect-1.txt | 37089783e424 | 37089783e424 | MATCH
5b | evidence/rem03/quiescence-inspect-2.txt | 003913dbf15a | 003913dbf15a | MATCH
5b | evidence/loop5/screenshots/shell-grid-initial.png | 7e346316b0d9 | 7e346316b0d9 | MATCH
5b | evidence/loop5/screenshots/card-sovereign-READY.png | 48495f6d8aaa | 48495f6d8aaa | MATCH
5b | evidence/loop5/screenshots/card-debate-READY.png | 34c8ec06a0e7 | 34c8ec06a0e7 | MATCH
5b | evidence/loop5/screenshots/card-sow-STOPPED.png | 365dffe29868 | 365dffe29868 | MATCH
5b | evidence/loop5/screenshots/card-distillery-NOT_STARTED.png | 22657c10927d | 22657c10927d | MATCH
5b | evidence/loop5/screenshots/side-by-side-sovereign-shell.png | cae11564590d | cae11564590d | MATCH
5b | evidence/loop5/screenshots/side-by-side-sovereign-module.png | 951b3e329090 | 951b3e329090 | MATCH
5b | evidence/loop5/screenshots/shell-light-mode.png | f408be502845 | f408be502845 | MATCH
5b | evidence/loop5/screenshots/b7-dom.txt | fb842c446fa2 | fb842c446fa2 | MATCH
5b | evidence/loop5/fs-watch-loop01.txt | b65f015ab290 | b65f015ab290 | MATCH
5b | evidence/loop5/orphans-after-loop01.txt | a44c0d04d20a | a44c0d04d20a | MATCH
5b | evidence/loop5/states-timeline.txt | f76e1a0c4d41 | f76e1a0c4d41 | MATCH
5b | evidence/loop5/ollama-tags-fresh.txt | 582c51032ab9 | 582c51032ab9 | MATCH
5b | evidence/loop5/g4-captures.jsonl | caa7c87ad106 | caa7c87ad106 | MATCH
5b | evidence/loop5/g4-edge-commands.txt | 52a6efda4038 | 52a6efda4038 | MATCH
5b | evidence/loop5/startup-debate-keeprun.json | c9d69d6754b7 | c9d69d6754b7 | MATCH
5b | evidence/loop5/startup-sovereign-keeprun.json | 2be117e79159 | 2be117e79159 | MATCH
5b | evidence/loop5/startup-debate-response-loop01.txt | 4d210cb62cd9 | 4d210cb62cd9 | MATCH
5b | evidence/loop5/startup-sovereign-response-loop01.txt | 70f4467ea907 | 70f4467ea907 | MATCH
5b | evidence/loop5/post-debate-stop-loop01.txt | bf1581af2509 | bf1581af2509 | MATCH
5b | evidence/loop5/post-sovereign-stop-loop01.txt | 309d46724713 | 309d46724713 | MATCH
6 | docs/REVIEW-BUILD-06.md | 184f66acfab0 | 184f66acfab0 | MATCH
7a | docs/THEME-BASELINE-v3.md | - | 114fe5f6b066 | NOT-IN-SNAPSHOT
7a | shell/static/app.css | - | 82a85cdfea34 | NOT-IN-SNAPSHOT
7a | evidence/theme01/before/app.css.snapshot | - | 329a52a175da | NOT-IN-SNAPSHOT
7a | evidence/hardening/h16-contrast.txt | - | 3572f78d4629 | NOT-IN-SNAPSHOT
7a | evidence/theme01/h16-fails-before.txt | - | f259c6c53c98 | NOT-IN-SNAPSHOT
7a | evidence/hardening/h14-doclinks.txt | - | 50c16898d351 | NOT-IN-SNAPSHOT
7a | evidence/theme01/before/grid-dark.png | - | a6416aa4f1b6 | NOT-IN-SNAPSHOT
7a | evidence/theme01/before/grid-light.png | - | f1360499cf1e | NOT-IN-SNAPSHOT
7a | evidence/theme01/after/grid-dark.png | - | 208eaa4e03a2 | NOT-IN-SNAPSHOT
7a | evidence/theme01/after/grid-light.png | - | f80dcc0d60ed | NOT-IN-SNAPSHOT
7a | evidence/theme01/after/edge-commands.txt | - | 5e0b14a04ecc | NOT-IN-SNAPSHOT
7a | evidence/theme01/goalcheck-10.txt | - | 0edf31b71c3d | NOT-IN-SNAPSHOT
7a | evidence/theme01/linecount.txt | - | 9e30d08fc732 | NOT-IN-SNAPSHOT
7a | evidence/test-run.txt | - | da4027424759 | NOT-IN-SNAPSHOT
7a | shell/BUILD-MANIFEST.txt | - | 6ebc420e59c6 | NOT-IN-SNAPSHOT
7a | docs/OX-ALPHA-DIRECTIVE-THEME-01.md | - | 1297b2ae3b55 | NOT-IN-SNAPSHOT
7a | evidence/OPERATOR-INSTRUCTIONS.log | - | 17d72cb1b175 | NOT-IN-SNAPSHOT
7b | shell/src/probe.py | - | f0df2775936f | NOT-IN-SNAPSHOT
7b | evidence/theme01/before/probe.py.snapshot | - | 607f3b76f90f | NOT-IN-SNAPSHOT
7b | shell/static/app.js | - | 8f0fa6ff3973 | NOT-IN-SNAPSHOT
7b | evidence/theme01/before/app.js.snapshot | - | 5b2e9daba911 | NOT-IN-SNAPSHOT
7b | shell/tests/test_shell.py | - | 52d7c2565245 | NOT-IN-SNAPSHOT
7b | evidence/theme01/g7-preflight-fails-before.txt | - | 6ebfd0f3d52d | NOT-IN-SNAPSHOT
7b | evidence/theme01/before/preflight-dom.txt | - | 49c7ad8a290b | NOT-IN-SNAPSHOT
7b | evidence/theme01/after/preflight-live.json | - | d4f3e6221ad3 | NOT-IN-SNAPSHOT
7b | evidence/theme01/after/preflight-dom.txt | - | 657bec224d40 | NOT-IN-SNAPSHOT
7b | evidence/theme01/goalcheck-10.txt | - | 0edf31b71c3d | NOT-IN-SNAPSHOT
7b | evidence/theme01/linecount.txt | - | 9e30d08fc732 | NOT-IN-SNAPSHOT
7b | evidence/test-run.txt | - | da4027424759 | NOT-IN-SNAPSHOT
7b | shell/BUILD-MANIFEST.txt | - | 6ebc420e59c6 | NOT-IN-SNAPSHOT
7b | docs/OX-ALPHA-DIRECTIVE-THEME-01.md | - | 1297b2ae3b55 | NOT-IN-SNAPSHOT
7b | evidence/OPERATOR-INSTRUCTIONS.log | - | 17d72cb1b175 | NOT-IN-SNAPSHOT

repairs applied: 2

NOT-IN-SNAPSHOT rows are entries authored after both snapshots were taken
(gates 7a/7b THEME-01 era). For those, secondary anchors quoted in reviewer notes
were used where available and are flagged individually above via MATCH when they
equal the current value; otherwise they are recorded verbatim for the reviewer.

